2023-11-28 14:23:41,202 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:41,208 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:41,209 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:41,210 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:41,216 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:41,339 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:41,339 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:41,345 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:41,347 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:41,347 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:41,354 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:41,356 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:41,356 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:41,365 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:43,363 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:43,363 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:43,378 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:48,189 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:48,190 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:48,196 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,131 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,131 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,138 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,147 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,147 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,162 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,165 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,165 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,174 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,177 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,177 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,183 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,186 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,187 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,194 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,209 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,209 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,215 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:23:50,242 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:23:50,242 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
2023-11-28 14:23:50,248 INFO    MainThread:22220 [wandb_init.py:_resume_backend():440] resuming backend
2023-11-28 14:24:40,964 INFO    MainThread:22220 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-11-28 14:24:40,972 INFO    MainThread:22220 [wandb_init.py:_pause_backend():435] pausing backend
